state_repeat,obs_repeat,state_type,ensemble,n,l,num_observables,n_sample,rmse,max_error
0,4,haar_random,pauli,7,4,100,10,0.09101711251383975,0.24762601598935016
0,4,haar_random,pauli,7,4,100,100,2.1943928482008794,21.925113985973503
0,4,haar_random,pauli,7,4,100,500,1.7632084186391779,4.621626015989348
0,4,haar_random,pauli,7,4,100,1000,1.4710157345223545,4.418966246636867
0,4,haar_random,pauli,7,4,100,5000,0.6658979496899164,1.8347211699021875
0,4,haar_random,pauli,7,4,100,10000,0.5067659674680759,1.7043711229646916
0,4,haar_random,pauli,7,4,100,25000,0.3403818778517514,0.8733111229646924
0,4,haar_random,clifford,7,4,100,10,3.870236458406342,12.982395818862573
0,4,haar_random,clifford,7,4,100,100,1.2651852433560093,3.852420505134733
0,4,haar_random,clifford,7,4,100,500,0.4482941326539153,1.2828353267901336
0,4,haar_random,clifford,7,4,100,1000,0.32127015301526074,0.8821382557236499
0,4,haar_random,clifford,7,4,100,5000,0.15933012785470432,0.55126194620959
0,4,haar_random,clifford,7,4,100,10000,0.11293232437232628,0.28745384928486734
0,4,haar_random,clifford,7,4,100,25000,0.07724395875383575,0.21748759407510937
0,4,haar_random,seeqst_uniform,7,4,100,10,5.118632066891996,25.77932808539135
0,4,haar_random,seeqst_uniform,7,4,100,100,1.592363933748551,5.221792206080978
0,4,haar_random,seeqst_uniform,7,4,100,500,0.7508296610204576,2.0900355875197225
0,4,haar_random,seeqst_uniform,7,4,100,1000,0.4575359632582347,1.237861946209592
0,4,haar_random,seeqst_uniform,7,4,100,5000,0.1895822348319726,0.475381295986854
0,4,haar_random,seeqst_uniform,7,4,100,10000,0.13978084956425713,0.4089561500198225
0,4,haar_random,seeqst_uniform,7,4,100,25000,0.08876620092342274,0.229621295986854
0,4,haar_random,seeqst_binomial,7,4,100,10,0.7002546265537584,3.483727555188693
0,4,haar_random,seeqst_binomial,7,4,100,100,2.7223946249077193,17.52680206011304
0,4,haar_random,seeqst_binomial,7,4,100,500,2.600141732324002,24.67156771906792
0,4,haar_random,seeqst_binomial,7,4,100,1000,1.3790790578578245,12.443276173878413
0,4,haar_random,seeqst_binomial,7,4,100,5000,0.8016745947268842,2.66064293772681
0,4,haar_random,seeqst_binomial,7,4,100,10000,0.5543799425210104,2.5276660189905886
0,4,haar_random,seeqst_binomial,7,4,100,25000,0.31660802567452273,1.37054398427856
0,4,haar_random,seeqst_unifsize_l,7,4,100,10,2.871017158162025,20.979365187769446
0,4,haar_random,seeqst_unifsize_l,7,4,100,100,1.410155017263564,3.570405027468592
0,4,haar_random,seeqst_unifsize_l,7,4,100,500,0.5813894645296709,1.4704050274685918
0,4,haar_random,seeqst_unifsize_l,7,4,100,1000,0.5173289957952532,1.3371252359023094
0,4,haar_random,seeqst_unifsize_l,7,4,100,5000,0.2340757730927981,0.575121169902189
0,4,haar_random,seeqst_unifsize_l,7,4,100,10000,0.17196783372554925,0.4348860140264868
0,4,haar_random,seeqst_unifsize_l,7,4,100,25000,0.11562146925876975,0.35585522211512277
0,5,haar_random,pauli,7,4,100,10,37.863223393279384,218.66688954786142
0,5,haar_random,pauli,7,4,100,100,5.333725524716254,21.83688954786151
